District,Province,Total Voters,Liberal,Conservative,NDP,BQ,Others,Total Votes,Elected
24047,QC,65573,9204.0,3408.0,21906.0,3199.0,1141.0,38858,NDP
24048,QC,70973,16429.0,2021.0,12102.0,11091.0,1129.0,42772,Liberal
24049,QC,81767,14632.0,12901.0,16390.0,2392.0,1710.0,48025,NDP
24050,QC,82670,6242.0,14441.0,22376.0,4917.0,973.0,48949,NDP
24051,QC,81093,3463.0,0.0,22387.0,10745.0,15873.0,52468,NDP
24052,QC,80608,4735.0,9330.0,22393.0,14684.0,1372.0,52514,NDP
24053,QC,94047,4830.0,4606.0,32131.0,19242.0,1078.0,61887,NDP
24054,QC,77290,5024.0,6478.0,17705.0,19046.0,1479.0,49732,BQ
24055,QC,82637,3711.0,13145.0,17316.0,18033.0,1098.0,53303,BQ
24056,QC,68625,4101.0,6218.0,18360.0,13170.0,867.0,42716,NDP
24057,QC,79689,5300.0,5057.0,25639.0,14873.0,1229.0,52098,NDP
24058,QC,78969,2743.0,17276.0,17285.0,9550.0,691.0,47545,NDP
24059,QC,90638,3400.0,4469.0,29603.0,15105.0,972.0,53549,NDP
24060,QC,63645,1615.0,18438.0,11182.0,8577.0,553.0,40365,Conservative
24061,QC,81961,4920.0,2328.0,27484.0,17702.0,1456.0,53890,NDP
24062,QC,82381,7423.0,5887.0,24361.0,15384.0,1523.0,54578,NDP
24063,QC,79289,2784.0,8108.0,26963.0,12651.0,994.0,51500,NDP
24064,QC,85777,4644.0,5603.0,24943.0,16023.0,1326.0,52539,NDP
24065,QC,73523,8463.0,4396.0,18705.0,11353.0,944.0,43861,NDP
24066,QC,78870,17726.0,7124.0,11948.0,2981.0,1033.0,40812,Liberal
24067,QC,71999,15340.0,4991.0,11720.0,3396.0,819.0,36266,Liberal
24068,QC,80534,5670.0,8447.0,18628.0,13961.0,972.0,47678,NDP
24069,QC,84666,4855.0,7908.0,27575.0,12615.0,1022.0,53975,NDP
24070,QC,82918,5020.0,4784.0,22415.0,18665.0,1127.0,52011,NDP
24071,QC,88734,4893.0,5236.0,28260.0,17663.0,1219.0,57271,NDP
24072,QC,79520,3617.0,6205.0,26981.0,11987.0,1574.0,50364,NDP
24073,QC,104325,8023.0,11360.0,30177.0,17781.0,1864.0,69205,NDP
24074,QC,80472,5352.0,4884.0,24514.0,20593.0,1259.0,56602,NDP
24075,QC,77656,15346.0,7218.0,14704.0,2278.0,1729.0,41275,Liberal
35001,ON,93565,21569.0,24797.0,8270.0,0.0,1632.0,56268,Conservative
35002,ON,58857,5374.0,10991.0,18747.0,0.0,1130.0,36242,NDP
35003,ON,86382,14594.0,30240.0,10956.0,0.0,3210.0,59000,Conservative
35004,ON,94939,9113.0,32121.0,11842.0,0.0,3575.0,56651,Conservative
35005,ON,73302,14967.0,11067.0,20265.0,0.0,2370.0,48669,NDP
35006,ON,108751,16402.0,19907.0,19368.0,0.0,2119.0,57796,Conservative
35007,ON,89017,14221.0,24618.0,10022.0,0.0,2145.0,51006,Conservative
35008,ON,117926,22128.0,28320.0,11225.0,0.0,1611.0,63284,Conservative
35009,ON,95508,10780.0,28045.0,16351.0,0.0,2170.0,57346,Conservative
35010,ON,91716,14154.0,32958.0,11449.0,0.0,2291.0,60852,Conservative
35011,ON,94591,8285.0,29394.0,15238.0,0.0,2131.0,55048,Conservative
35012,ON,107407,18393.0,43723.0,11223.0,0.0,3434.0,76773,Conservative
35013,ON,74231,7172.0,23360.0,11449.0,0.0,1470.0,43451,Conservative
35014,ON,92470,10387.0,31737.0,12277.0,0.0,3783.0,58184,Conservative
35015,ON,66731,10946.0,5573.0,21096.0,0.0,1639.0,39254,NDP
35016,ON,69690,13552.0,14422.0,9878.0,0.0,1360.0,39212,Conservative
35017,ON,82107,22351.0,22962.0,6280.0,0.0,1889.0,53482,Conservative
35018,ON,81155,6361.0,28647.0,6409.0,0.0,7132.0,48549,Conservative
35019,ON,73522,18590.0,22652.0,5613.0,0.0,1534.0,48389,Conservative
35020,ON,81661,6812.0,29147.0,12439.0,0.0,2251.0,50649,Conservative
35021,ON,90421,7465.0,25327.0,18538.0,0.0,1367.0,52697,Conservative
35022,ON,81765,21618.0,21644.0,7735.0,0.0,1526.0,52523,Conservative
35023,ON,87188,19128.0,21997.0,11046.0,0.0,2349.0,54520,Conservative
35024,ON,63014,13665.0,10357.0,7630.0,0.0,583.0,32235,Liberal
35025,ON,85413,17705.0,28174.0,9608.0,0.0,2243.0,57730,Conservative
35026,ON,79977,8203.0,28744.0,9008.0,0.0,5099.0,51054,Conservative
35027,ON,91316,25588.0,19352.0,9880.0,0.0,4201.0,59021,Liberal
35028,ON,80640,12549.0,25655.0,10062.0,0.0,2100.0,50366,Conservative
35029,ON,93250,7539.0,35192.0,12934.0,0.0,2963.0,58628,Conservative
35030,ON,131924,20903.0,44214.0,12960.0,0.0,3027.0,81104,Conservative
35031,ON,78562,5912.0,11020.0,23849.0,0.0,1032.0,41813,NDP
35032,ON,85710,6411.0,17567.0,21931.0,0.0,2628.0,48537,NDP
35033,ON,89312,8787.0,17936.0,25595.0,0.0,1946.0,54264,NDP
35034,ON,78695,8784.0,29255.0,13493.0,0.0,1709.0,53241,Conservative
35035,ON,42036,5381.0,11567.0,6855.0,0.0,783.0,24586,Conservative
35036,ON,96049,23842.0,21189.0,13065.0,0.0,2561.0,60657,Liberal
35037,ON,80480,15592.0,21119.0,10742.0,0.0,2356.0,49809,Conservative
35038,ON,88766,10653.0,28902.0,11665.0,0.0,2184.0,53404,Conservative
35039,ON,95966,24895.0,27039.0,10606.0,0.0,3643.0,66183,Conservative
35040,ON,91463,9940.0,33754.0,12174.0,0.0,3072.0,58940,Conservative
35041,ON,76802,7839.0,29991.0,9033.0,0.0,2460.0,49323,Conservative
35042,ON,75138,4893.0,14294.0,21689.0,0.0,1737.0,42613,NDP
35043,ON,88478,17803.0,19468.0,12996.0,0.0,2406.0,52673,Conservative
35044,ON,93915,16652.0,27675.0,16109.0,0.0,1768.0,62204,Conservative
35045,ON,92638,19429.0,17734.0,10897.0,0.0,1828.0,49888,Liberal
35046,ON,79754,7264.0,29546.0,12299.0,0.0,2114.0,51223,Conservative
35047,ON,94531,18579.0,23632.0,9465.0,0.0,1171.0,52847,Conservative
35048,ON,85018,18120.0,18796.0,8836.0,0.0,1273.0,47025,Conservative
35049,ON,105430,21541.0,29793.0,10327.0,0.0,1793.0,63454,Conservative
35050,ON,78551,18393.0,22991.0,6354.0,0.0,1726.0,49464,Conservative
35051,ON,87480,18651.0,22104.0,7834.0,0.0,1802.0,50391,Conservative
35052,ON,112535,20146.0,43477.0,12962.0,0.0,3260.0,79845,Conservative
35053,ON,92731,13908.0,31600.0,8886.0,0.0,3808.0,58202,Conservative
35054,ON,96176,10206.0,28748.0,12681.0,0.0,2345.0,53980,Conservative
35055,ON,89763,8699.0,33701.0,12734.0,0.0,3729.0,58863,Conservative
35056,ON,72280,6308.0,12503.0,24566.0,0.0,1311.0,44688,NDP
35057,ON,70754,15477.0,15495.0,8781.0,0.0,2518.0,42271,Conservative
35058,ON,96154,12822.0,32853.0,12626.0,0.0,2733.0,61034,Conservative
35059,ON,153972,25561.0,46241.0,15229.0,0.0,3429.0,90460,Conservative
35060,ON,85920,17890.0,30068.0,8117.0,0.0,2140.0,58215,Conservative
35061,ON,89635,3536.0,26034.0,19212.0,0.0,1952.0,50734,Conservative
35062,ON,90008,13049.0,14063.0,33805.0,0.0,3951.0,64868,NDP
35063,ON,89802,24649.0,28584.0,9086.0,0.0,1839.0,64158,Conservative
35064,ON,87399,25963.0,19634.0,10712.0,0.0,2682.0,58991,Liberal
35065,ON,79309,20009.0,14184.0,15391.0,0.0,2838.0,52422,Liberal
35066,ON,82874,17790.0,25226.0,11128.0,0.0,2279.0,56423,Conservative
35067,ON,77035,4521.0,27973.0,12164.0,0.0,2834.0,47492,Conservative
35068,ON,74463,16757.0,7924.0,24046.0,0.0,2218.0,50945,NDP
35069,ON,71477,5330.0,25864.0,11217.0,0.0,3998.0,46409,Conservative
35070,ON,73391,8341.0,25281.0,9861.0,0.0,2918.0,46401,Conservative
35071,ON,91709,12664.0,29393.0,14723.0,0.0,2398.0,59178,Conservative
35072,ON,78501,18013.0,19220.0,8932.0,0.0,1751.0,47916,Conservative
35073,ON,89208,10230.0,29062.0,12940.0,0.0,2341.0,54573,Conservative
35074,ON,78307,6545.0,27462.0,6903.0,0.0,10488.0,51398,Conservative
35075,ON,90924,17671.0,22078.0,8433.0,0.0,1832.0,50014,Conservative
35076,ON,83475,10358.0,25571.0,11973.0,0.0,2372.0,50274,Conservative
35077,ON,83367,22409.0,17864.0,12124.0,0.0,2798.0,55195,Liberal
35078,ON,79688,6931.0,26112.0,14856.0,0.0,1766.0,49665,Conservative
35079,ON,69259,8343.0,18328.0,16467.0,0.0,1094.0,44232,Conservative
35080,ON,73205,18498.0,13930.0,7376.0,0.0,946.0,40750,Liberal
35081,ON,70274,12028.0,13498.0,11443.0,0.0,998.0,37967,Conservative
35082,ON,67728,13849.0,13158.0,10145.0,0.0,1107.0,38259,Liberal
35083,ON,85183,12699.0,13935.0,18935.0,0.0,1041.0,46610,NDP
35084,ON,69389,11699.0,12830.0,14119.0,0.0,1635.0,40283,NDP
35085,ON,99354,8207.0,31784.0,11185.0,0.0,13197.0,64373,Conservative
35086,ON,90779,11090.0,31581.0,11515.0,0.0,3811.0,57997,Conservative
35087,ON,76915,8510.0,29538.0,8313.0,0.0,1189.0,47550,Conservative
35088,ON,72019,8172.0,12881.0,22684.0,0.0,1704.0,45441,NDP
35089,ON,99867,14125.0,36629.0,7141.0,0.0,1777.0,59672,Conservative
35090,ON,62765,8067.0,10097.0,18085.0,0.0,909.0,37158,NDP
35091,ON,61546,6117.0,10894.0,18334.0,0.0,1380.0,36725,NDP
35092,ON,60095,5230.0,10526.0,16738.0,0.0,724.0,33218,NDP
35093,ON,88810,22832.0,12604.0,16818.0,0.0,3416.0,55670,Liberal
35094,ON,74409,8472.0,6885.0,29235.0,0.0,3494.0,48086,NDP
35095,ON,101020,15276.0,10976.0,35601.0,0.0,3457.0,65310,NDP
35096,ON,125059,20435.0,38533.0,7940.0,0.0,1515.0,68423,Conservative
35097,ON,85007,7276.0,20895.0,21917.0,0.0,1836.0,51924,NDP
35098,ON,83499,9034.0,35132.0,7146.0,0.0,3843.0,55155,Conservative
35099,ON,103125,9066.0,37525.0,14305.0,0.0,3341.0,64237,Conservative
35100,ON,93584,21275.0,22207.0,9777.0,0.0,0.0,53259,Conservative
35101,ON,84458,5764.0,14945.0,22235.0,0.0,1596.0,44540,NDP
35102,ON,81984,4327.0,12577.0,21592.0,0.0,1249.0,39745,NDP
35103,ON,71753,13979.0,20356.0,6656.0,0.0,979.0,41970,Conservative
35104,ON,91662,5702.0,33614.0,10190.0,0.0,3360.0,52866,Conservative
35105,ON,68361,11542.0,8559.0,14122.0,0.0,975.0,35198,NDP
35106,ON,58090,13030.0,6122.0,7721.0,0.0,851.0,27724,Liberal
46001,MB,61289,1882.0,22386.0,8845.0,0.0,2012.0,35125,Conservative
46002,MB,62609,7433.0,23264.0,8134.0,0.0,1587.0,40418,Conservative
46003,MB,46068,4087.0,5256.0,10262.0,0.0,471.0,20076,NDP
46004,MB,53701,1947.0,18543.0,7657.0,0.0,1243.0,29390,Conservative
46005,MB,59154,1660.0,15298.0,14998.0,0.0,1017.0,32973,Conservative
46006,MB,63866,3199.0,22670.0,11727.0,0.0,1383.0,38979,Conservative
46007,MB,59799,2221.0,26899.0,3478.0,0.0,2801.0,35399,Conservative
46008,MB,64104,2645.0,27820.0,7051.0,0.0,1889.0,39405,Conservative
46009,MB,65604,13314.0,21737.0,6935.0,0.0,1245.0,43231,Conservative
46010,MB,66370,1980.0,26848.0,10933.0,0.0,1423.0,41184,Conservative
46011,MB,54364,2872.0,7173.0,13928.0,0.0,1982.0,25955,NDP
46012,MB,51894,9097.0,6701.0,9053.0,0.0,576.0,25427,Liberal
46013,MB,64144,14296.0,22840.0,5693.0,0.0,889.0,43718,Conservative
46014,MB,58075,14784.0,15506.0,7945.0,0.0,1704.0,39939,Conservative
47001,SK,50655,950.0,19203.0,7767.0,0.0,785.0,28705,Conservative
47002,SK,61955,2713.0,23280.0,15769.0,0.0,1033.0,42795,Conservative
47003,SK,43739,1144.0,10509.0,9715.0,0.0,560.0,21928,Conservative
47004,SK,44539,1838.0,20555.0,6248.0,0.0,788.0,29429,Conservative
47005,SK,50175,1797.0,15850.0,15084.0,0.0,995.0,33726,Conservative
47006,SK,51656,1070.0,19214.0,9841.0,0.0,782.0,30907,Conservative
47007,SK,51380,2467.0,18076.0,12518.0,0.0,911.0,33972,Conservative
47008,SK,49386,1400.0,15896.0,11419.0,0.0,1006.0,29721,Conservative
47009,SK,57055,3013.0,19954.0,13271.0,0.0,1608.0,37846,Conservative
47010,SK,49947,697.0,14652.0,14114.0,0.0,626.0,30089,Conservative
47011,SK,57654,2428.0,21183.0,11395.0,0.0,1250.0,36256,Conservative
47012,SK,47061,1236.0,21598.0,5461.0,0.0,898.0,29193,Conservative
47013,SK,57815,15823.0,14291.0,7681.0,0.0,954.0,38749,Liberal
47014,SK,50797,2167.0,21906.0,6931.0,0.0,774.0,31778,Conservative
48001,AB,76298,3190.0,21988.0,4053.0,0.0,1374.0,30605,Conservative
48002,AB,75850,4102.0,23372.0,4894.0,0.0,2293.0,34661,Conservative
48003,AB,84609,7046.0,28443.0,8048.0,0.0,6781.0,50318,Conservative
48004,AB,87307,11487.0,23550.0,4262.0,0.0,2159.0,41458,Conservative
48005,AB,101910,6501.0,40384.0,7189.0,0.0,3480.0,57554,Conservative
48006,AB,89536,8631.0,28401.0,7314.0,0.0,4889.0,49235,Conservative
48007,AB,106439,4020.0,48173.0,6482.0,0.0,4497.0,63172,Conservative
48008,AB,95026,4121.0,42998.0,6823.0,0.0,3294.0,57236,Conservative
48009,AB,103812,11374.0,39996.0,6679.0,0.0,6297.0,64346,Conservative
48010,AB,88881,1224.0,44115.0,4805.0,0.0,2378.0,52522,Conservative
48011,AB,86529,5066.0,27857.0,10875.0,0.0,1838.0,45636,Conservative
48012,AB,86408,11037.0,23625.0,12480.0,0.0,2046.0,49188,Conservative
48013,AB,92507,3176.0,24111.0,17078.0,0.0,1345.0,45710,Conservative
48014,AB,101532,7270.0,37778.0,11488.0,0.0,2896.0,59432,Conservative
48015,AB,97504,5796.0,34468.0,11644.0,0.0,2409.0,54317,Conservative
48016,AB,94602,4131.0,24623.0,7971.0,0.0,18411.0,55136,Conservative
48017,AB,105599,5483.0,41782.0,9272.0,0.0,2232.0,58769,Conservative
48018,AB,73444,1372.0,19762.0,26093.0,0.0,1503.0,48730,NDP
48019,AB,90036,4030.0,27173.0,13072.0,0.0,3811.0,48086,Conservative
48020,AB,85720,1898.0,40007.0,5335.0,0.0,4395.0,51635,Conservative
48021,AB,82599,4416.0,30719.0,5616.0,0.0,2185.0,42936,Conservative
48022,AB,98135,1481.0,36334.0,7740.0,0.0,2406.0,47961,Conservative
48023,AB,93723,1918.0,37959.0,7566.0,0.0,2551.0,49994,Conservative
48024,AB,83790,1525.0,39145.0,5561.0,0.0,2826.0,49057,Conservative
48025,AB,76291,2569.0,32652.0,5103.0,0.0,1634.0,41958,Conservative
48026,AB,80262,1348.0,37756.0,5281.0,0.0,1978.0,46363,Conservative
48027,AB,95631,3908.0,43669.0,6595.0,0.0,4252.0,58424,Conservative
48028,AB,75410,1190.0,31925.0,5411.0,0.0,2920.0,41446,Conservative
59001,BC,85143,4968.0,32493.0,10089.0,0.0,2424.0,49974,Conservative
59002,BC,84911,5451.0,19932.0,20943.0,0.0,2384.0,48710,NDP
59003,BC,84271,4496.0,16009.0,22193.0,0.0,1985.0,44683,NDP
59004,BC,76216,2200.0,24443.0,13135.0,0.0,3740.0,43518,Conservative
59005,BC,84930,5320.0,28160.0,12691.0,0.0,3059.0,49230,Conservative
59006,BC,80821,8112.0,26059.0,11181.0,0.0,2691.0,48043,Conservative
59007,BC,89613,2739.0,28803.0,18835.0,0.0,2629.0,53006,Conservative
59008,BC,98477,6439.0,25792.0,26198.0,0.0,5667.0,64096,NDP
59009,BC,95797,8041.0,23950.0,16533.0,0.0,1846.0,50370,Conservative
59010,BC,90855,3026.0,29682.0,20983.0,0.0,3123.0,56814,Conservative
59011,BC,100884,7069.0,34566.0,13322.0,0.0,5265.0,60222,Conservative
59012,BC,67663,1496.0,23910.0,14199.0,0.0,3183.0,42788,Conservative
59013,BC,90225,4990.0,35569.0,11277.0,0.0,3296.0,55132,Conservative
59014,BC,98657,4984.0,30469.0,25165.0,0.0,5020.0,65638,Conservative
59015,BC,99872,3007.0,24497.0,31272.0,0.0,5175.0,63951,NDP
59016,BC,75535,14510.0,14437.0,15413.0,0.0,1759.0,46119,NDP
59017,BC,84337,4069.0,20776.0,23023.0,0.0,2255.0,50123,NDP
59018,BC,91762,4246.0,31439.0,14955.0,0.0,6058.0,56698,Conservative
59019,BC,89416,17665.0,28996.0,9617.0,0.0,3354.0,59632,Conservative
59020,BC,86195,5815.0,28525.0,12853.0,0.0,6045.0,53238,Conservative
59021,BC,86190,4110.0,27181.0,14600.0,0.0,2582.0,48473,Conservative
59022,BC,72580,2008.0,23946.0,9876.0,0.0,2716.0,38546,Conservative
59023,BC,85643,8027.0,25109.0,7860.0,0.0,2032.0,43028,Conservative
59024,BC,93380,4208.0,24544.0,8185.0,0.0,31890.0,68827,Others
59025,BC,61043,1268.0,12117.0,19431.0,0.0,2305.0,35121,NDP
59026,BC,75751,1872.0,19273.0,25206.0,0.0,3153.0,49504,NDP
59027,BC,91485,9775.0,31990.0,11881.0,0.0,4996.0,58642,Conservative
59028,BC,72145,6797.0,13181.0,14678.0,0.0,2327.0,36983,NDP
59029,BC,102201,18260.0,15323.0,15325.0,0.0,9941.0,58849,Liberal
59030,BC,81801,4382.0,8361.0,27794.0,0.0,3701.0,44238,NDP
59031,BC,90374,3039.0,27206.0,25379.0,0.0,3379.0,59003,Conservative
59032,BC,82619,7796.0,13157.0,23452.0,0.0,2423.0,46828,NDP
59033,BC,87224,22903.0,20984.0,7499.0,0.0,2922.0,54308,Liberal
59034,BC,82509,15604.0,19504.0,8552.0,0.0,1373.0,45033,Conservative
59035,BC,89750,8448.0,14275.0,30679.0,0.0,7015.0,60417,NDP
59036,BC,99642,14123.0,28614.0,14828.0,0.0,5286.0,62851,Conservative
60001,Territories,24341,5290.0,5422.0,2308.0,0.0,3037.0,16057,Conservative
61001,Territories,29020,2872.0,5001.0,7140.0,0.0,564.0,15577,NDP
62001,Territories,17349,2260.0,3930.0,1525.0,0.0,160.0,7875,Conservative
