District,Province,Total Voters,Liberal,Conservative,NDP,BQ,Others,Total Votes,Elected
24046,QC,57492,5108.0,8422.0,2276.0,10995.0,928.0,27729,BQ
24047,QC,64556,12005.0,3820.0,14348.0,4554.0,1566.0,36293,NDP
24048,QC,70115,17724.0,3262.0,3734.0,16535.0,1480.0,42735,Liberal
24049,QC,79630,21468.0,11815.0,4823.0,4357.0,3272.0,45735,Liberal
24050,QC,79149,10396.0,14023.0,6616.0,9576.0,2260.0,42871,Conservative
24051,QC,75771,7320.0,0.0,5707.0,14401.0,17554.0,44982,Others
24052,QC,81468,8845.0,12943.0,5933.0,21064.0,1650.0,50435,BQ
24053,QC,90070,8751.0,8168.0,8853.0,31007.0,1666.0,58445,BQ
24054,QC,76352,7987.0,8904.0,4010.0,26821.0,1334.0,49056,BQ
24055,QC,80362,6599.0,15080.0,4509.0,23913.0,1863.0,51964,BQ
24056,QC,68055,7937.0,7216.0,4084.0,17652.0,2611.0,39500,BQ
24057,QC,77006,8823.0,9911.0,6741.0,23216.0,2134.0,50825,BQ
24058,QC,78377,6835.0,13640.0,2428.0,20494.0,1125.0,44522,BQ
24059,QC,85179,6755.0,7170.0,7187.0,26588.0,1929.0,49629,BQ
24060,QC,63240,3721.0,16055.0,1738.0,14619.0,737.0,36870,Conservative
24061,QC,82037,9785.0,3876.0,8522.0,27260.0,2978.0,52421,BQ
24062,QC,79183,11755.0,8125.0,7154.0,23767.0,2031.0,52832,BQ
24063,QC,77536,6649.0,10195.0,6721.0,22719.0,1682.0,47966,BQ
24064,QC,82869,9430.0,9281.0,5529.0,26506.0,2680.0,53426,BQ
24065,QC,73935,12383.0,6867.0,6280.0,16346.0,1566.0,43442,BQ
24066,QC,76777,25095.0,6999.0,3654.0,4611.0,299.0,40658,Liberal
24067,QC,71692,21652.0,5627.0,4039.0,5146.0,1350.0,37814,Liberal
24068,QC,80032,9755.0,11083.0,3601.0,20397.0,1562.0,46398,BQ
24069,QC,81651,10810.0,9927.0,6323.0,21650.0,1848.0,50558,BQ
24070,QC,81990,9947.0,8331.0,6676.0,25502.0,467.0,50923,BQ
24071,QC,83300,8937.0,7551.0,7278.0,28303.0,1997.0,54066,BQ
24072,QC,78105,9008.0,11998.0,4544.0,22405.0,1540.0,49495,BQ
24073,QC,97618,13954.0,15496.0,6298.0,27044.0,2625.0,65417,BQ
24074,QC,76596,8871.0,7742.0,8388.0,27602.0,1679.0,54282,BQ
24075,QC,77112,18041.0,6139.0,8904.0,2818.0,2925.0,38827,Liberal
35001,ON,86159,21675.0,18471.0,4422.0,0.0,4108.0,48676,Liberal
35002,ON,59595,10902.0,5914.0,15249.0,0.0,1451.0,33516,NDP
35003,ON,85039,15322.0,26297.0,9632.0,0.0,5297.0,56548,Conservative
35004,ON,91447,12732.0,27927.0,6403.0,0.0,6265.0,53327,Conservative
35005,ON,73832,18967.0,7907.0,14875.0,0.0,4544.0,46293,Liberal
35006,ON,100002,22272.0,18353.0,5945.0,0.0,2860.0,49430,Liberal
35007,ON,84239,18577.0,17804.0,5238.0,0.0,3651.0,45270,Liberal
35008,ON,109151,21746.0,21515.0,7334.0,0.0,3329.0,53924,Liberal
35009,ON,93181,17943.0,22736.0,9331.0,0.0,4185.0,54195,Conservative
35010,ON,90949,19577.0,28614.0,6597.0,0.0,4083.0,58871,Conservative
35011,ON,91935,11977.0,24895.0,10044.0,0.0,4279.0,51195,Conservative
35012,ON,99002,15254.0,39433.0,6583.0,0.0,6983.0,68253,Conservative
35013,ON,74973,12127.0,19960.0,6850.0,0.0,2712.0,41649,Conservative
35014,ON,87636,12167.0,28551.0,5485.0,0.0,6618.0,52821,Conservative
35015,ON,66189,15953.0,3838.0,10896.0,0.0,4166.0,34853,Liberal
35016,ON,71366,18264.0,11777.0,5062.0,0.0,2884.0,37987,Liberal
35017,ON,80864,22212.0,19441.0,5102.0,0.0,3317.0,50072,Liberal
35018,ON,77607,8495.0,23363.0,4385.0,0.0,7661.0,43904,Conservative
35019,ON,73168,19133.0,17073.0,3663.0,0.0,3629.0,43498,Liberal
35020,ON,79894,11169.0,22970.0,9135.0,0.0,4199.0,47473,Conservative
35021,ON,88847,14973.0,20608.0,13703.0,0.0,2234.0,51518,Conservative
35022,ON,80789,24537.0,18839.0,4164.0,0.0,2688.0,50228,Liberal
35023,ON,86386,23536.0,17793.0,5950.0,0.0,3743.0,51022,Liberal
35024,ON,63700,15244.0,9436.0,4940.0,0.0,1760.0,31380,Liberal
35025,ON,81182,19997.0,25659.0,5678.0,0.0,2908.0,54242,Conservative
35026,ON,78882,6892.0,22975.0,4640.0,0.0,13694.0,48201,Conservative
35027,ON,91463,18974.0,17186.0,9713.0,0.0,13016.0,58889,Liberal
35028,ON,79362,15577.0,19657.0,5549.0,0.0,7363.0,48146,Conservative
35029,ON,90680,11093.0,30391.0,7952.0,0.0,4879.0,54315,Conservative
35030,ON,115255,25136.0,32986.0,6118.0,0.0,5209.0,69449,Conservative
35031,ON,81170,7164.0,9051.0,20010.0,0.0,4404.0,40629,NDP
35032,ON,85802,13455.0,11556.0,19919.0,0.0,3318.0,48248,NDP
35033,ON,88620,10531.0,16010.0,22796.0,0.0,2884.0,52221,NDP
35034,ON,76964,16336.0,22182.0,7426.0,0.0,3606.0,49550,Conservative
35035,ON,42794,7344.0,9395.0,5394.0,0.0,1087.0,23220,Conservative
35036,ON,96955,22734.0,18895.0,10158.0,0.0,6282.0,58069,Liberal
35037,ON,79062,16141.0,16480.0,8122.0,0.0,4165.0,44908,Conservative
35038,ON,84665,11876.0,23525.0,7173.0,0.0,5124.0,47698,Conservative
35039,ON,97511,21813.0,21830.0,8915.0,0.0,7976.0,60534,Conservative
35040,ON,88966,11809.0,30272.0,7112.0,0.0,4976.0,54169,Conservative
35041,ON,75075,8075.0,27473.0,6511.0,0.0,4948.0,47007,Conservative
35042,ON,74810,7774.0,12659.0,17672.0,0.0,2932.0,41037,NDP
35043,ON,94684,21018.0,17712.0,9387.0,0.0,5603.0,53720,Liberal
35044,ON,91711,20435.0,22556.0,8409.0,0.0,6297.0,57697,Conservative
35045,ON,88931,25296.0,13855.0,4682.0,0.0,2146.0,45979,Liberal
35046,ON,78559,11812.0,24516.0,7427.0,0.0,4049.0,47804,Conservative
35047,ON,90777,21220.0,14664.0,5268.0,0.0,3342.0,44494,Liberal
35048,ON,83582,20457.0,13277.0,4632.0,0.0,2415.0,40781,Liberal
35049,ON,99774,23466.0,23863.0,4774.0,0.0,3765.0,55868,Conservative
35050,ON,77479,20518.0,18366.0,4104.0,0.0,3407.0,46395,Liberal
35051,ON,85008,21710.0,16985.0,4710.0,0.0,4036.0,47441,Liberal
35052,ON,103414,16743.0,39921.0,6946.0,0.0,7880.0,71490,Conservative
35053,ON,86113,18250.0,24873.0,4548.0,0.0,5590.0,53261,Conservative
35054,ON,94676,13867.0,24016.0,9186.0,0.0,4356.0,51425,Conservative
35055,ON,85132,12955.0,28089.0,7980.0,0.0,5015.0,54039,Conservative
35056,ON,71107,10748.0,8869.0,19021.0,0.0,2234.0,40872,NDP
35057,ON,70178,18510.0,13432.0,6582.0,0.0,3012.0,41536,Liberal
35058,ON,93620,16209.0,27615.0,8230.0,0.0,4633.0,56687,Conservative
35059,ON,136755,31483.0,32028.0,7126.0,0.0,5184.0,75821,Conservative
35060,ON,83752,20528.0,26011.0,4143.0,0.0,4681.0,55363,Conservative
35061,ON,87638,7741.0,19951.0,16750.0,0.0,3789.0,48231,Conservative
35062,ON,92877,16633.0,15065.0,25399.0,0.0,6821.0,63918,NDP
35063,ON,85456,23549.0,27244.0,6025.0,0.0,3845.0,60663,Conservative
35064,ON,87579,29035.0,19417.0,4920.0,0.0,4803.0,58175,Liberal
35065,ON,81373,23948.0,14138.0,8845.0,0.0,4904.0,51835,Liberal
35066,ON,84427,20161.0,25109.0,6432.0,0.0,4122.0,55824,Conservative
35067,ON,75290,8586.0,23330.0,7982.0,0.0,4391.0,44289,Conservative
35068,ON,74899,20705.0,5992.0,17332.0,0.0,4150.0,48179,Liberal
35069,ON,69514,10871.0,21831.0,5355.0,0.0,5444.0,43501,Conservative
35070,ON,72944,10225.0,20765.0,7334.0,0.0,4856.0,43180,Conservative
35071,ON,92317,18417.0,27630.0,8115.0,0.0,4127.0,58289,Conservative
35072,ON,76709,22874.0,14940.0,4875.0,0.0,3344.0,46033,Liberal
35073,ON,88198,14048.0,26061.0,7156.0,0.0,4655.0,51920,Conservative
35074,ON,75223,9737.0,28908.0,5175.0,0.0,3494.0,47314,Conservative
35075,ON,88261,21488.0,16318.0,4526.0,0.0,3388.0,45720,Liberal
35076,ON,83836,14652.0,23474.0,9428.0,0.0,3590.0,51144,Conservative
35077,ON,81588,26286.0,13948.0,6666.0,0.0,5038.0,51938,Liberal
35078,ON,79371,9404.0,23195.0,10037.0,0.0,3746.0,46382,Conservative
35079,ON,69272,6870.0,15461.0,16572.0,0.0,2090.0,40993,NDP
35080,ON,74734,22795.0,11836.0,3748.0,0.0,1870.0,40249,Liberal
35081,ON,71094,17927.0,11088.0,5801.0,0.0,2011.0,36827,Liberal
35082,ON,67124,18098.0,10881.0,5183.0,0.0,1913.0,36075,Liberal
35083,ON,85505,23718.0,9160.0,5936.0,0.0,1538.0,40352,Liberal
35084,ON,67988,15486.0,10928.0,6943.0,0.0,3665.0,37022,Liberal
35085,ON,93705,12099.0,30897.0,6288.0,0.0,6846.0,56130,Conservative
35086,ON,88470,14670.0,26328.0,6202.0,0.0,5821.0,53021,Conservative
35087,ON,75244,8554.0,25846.0,6107.0,0.0,4566.0,45073,Conservative
35088,ON,74228,12969.0,11073.0,15094.0,0.0,3807.0,42943,NDP
35089,ON,96209,21448.0,26660.0,3601.0,0.0,2686.0,54395,Conservative
35090,ON,63128,11589.0,8466.0,14478.0,0.0,1377.0,35910,NDP
35091,ON,62338,10083.0,9556.0,13187.0,0.0,2790.0,35616,NDP
35092,ON,59876,6740.0,5536.0,17188.0,0.0,938.0,30402,NDP
35093,ON,89851,27462.0,9402.0,7743.0,0.0,6699.0,51306,Liberal
35094,ON,74826,13336.0,5287.0,20323.0,0.0,6441.0,45387,NDP
35095,ON,96793,20970.0,8249.0,24454.0,0.0,6205.0,59878,NDP
35096,ON,109604,27773.0,19390.0,5442.0,0.0,3870.0,56475,Liberal
35097,ON,86257,14295.0,16542.0,16842.0,0.0,3499.0,51178,NDP
35098,ON,80378,11312.0,29191.0,4747.0,0.0,5401.0,50651,Conservative
35099,ON,99155,15460.0,30704.0,8584.0,0.0,5462.0,60210,Conservative
35100,ON,94934,23889.0,15931.0,5011.0,0.0,4254.0,49085,Liberal
35101,ON,85287,9005.0,10276.0,20914.0,0.0,2749.0,42944,NDP
35102,ON,84245,7357.0,8954.0,20791.0,0.0,2494.0,39596,NDP
35103,ON,71709,16164.0,14132.0,4503.0,0.0,2390.0,37189,Liberal
35104,ON,86461,9044.0,27412.0,5882.0,0.0,6007.0,48345,Conservative
35105,ON,68978,16071.0,7021.0,9641.0,0.0,1757.0,34490,Liberal
35106,ON,59674,16997.0,4773.0,5363.0,0.0,1488.0,28621,Liberal
46001,MB,61449,2836.0,19558.0,6055.0,0.0,5826.0,34275,Conservative
46002,MB,63508,8514.0,21588.0,7190.0,0.0,2812.0,40104,Conservative
46003,MB,46088,5289.0,3773.0,8734.0,0.0,606.0,18402,NDP
46004,MB,54209,4128.0,18132.0,4914.0,0.0,2375.0,29549,Conservative
46005,MB,58216,2079.0,12776.0,14355.0,0.0,2151.0,31361,NDP
46006,MB,63508,3009.0,19751.0,12093.0,0.0,2132.0,36985,Conservative
46007,MB,60246,4374.0,22036.0,2353.0,0.0,3517.0,32280,Conservative
46008,MB,62392,4531.0,23303.0,4947.0,0.0,3259.0,36040,Conservative
46009,MB,65460,14728.0,19440.0,5502.0,0.0,2299.0,41969,Conservative
46010,MB,66937,3203.0,23302.0,9506.0,0.0,2421.0,38432,Conservative
46011,MB,58595,3922.0,5437.0,12285.0,0.0,3469.0,25113,NDP
46012,MB,52817,2075.0,5033.0,14097.0,0.0,1311.0,22516,NDP
46013,MB,62532,14221.0,19954.0,4673.0,0.0,2012.0,40860,Conservative
46014,MB,59444,16438.0,14103.0,5490.0,0.0,2860.0,38891,Liberal
47001,SK,51039,2140.0,15621.0,6572.0,0.0,1655.0,25988,Conservative
47002,SK,59797,5509.0,20747.0,9876.0,0.0,2325.0,38457,Conservative
47003,SK,43160,5816.0,8964.0,3414.0,0.0,1015.0,19209,Conservative
47004,SK,44478,3691.0,17922.0,4394.0,0.0,1840.0,27847,Conservative
47005,SK,50094,5489.0,14159.0,10865.0,0.0,1580.0,32093,Conservative
47006,SK,51707,2289.0,16542.0,8243.0,0.0,1580.0,28654,Conservative
47007,SK,49937,4668.0,16053.0,8963.0,0.0,1737.0,31421,Conservative
47008,SK,48075,2809.0,14068.0,8699.0,0.0,1556.0,27132,Conservative
47009,SK,56377,4135.0,18610.0,9632.0,0.0,2211.0,34588,Conservative
47010,SK,49314,1188.0,12231.0,11969.0,0.0,1558.0,26946,Conservative
47011,SK,55327,4020.0,18320.0,7898.0,0.0,2182.0,32420,Conservative
47012,SK,46796,1834.0,19293.0,4599.0,0.0,1643.0,27369,Conservative
47013,SK,57746,17028.0,12798.0,5418.0,0.0,1706.0,36950,Liberal
47014,SK,51444,1578.0,19824.0,6076.0,0.0,1664.0,29142,Conservative
48001,AB,71621,2710.0,17160.0,3300.0,0.0,2397.0,25567,Conservative
48002,AB,77083,3255.0,21311.0,3768.0,0.0,3726.0,32060,Conservative
48003,AB,86287,5699.0,27361.0,7413.0,0.0,7921.0,48394,Conservative
48004,AB,83214,7433.0,18917.0,3279.0,0.0,7092.0,36721,Conservative
48005,AB,93731,6657.0,35029.0,3941.0,0.0,4685.0,50312,Conservative
48006,AB,88677,8402.0,26085.0,4229.0,0.0,8198.0,46914,Conservative
48007,AB,98343,4878.0,41425.0,4024.0,0.0,5736.0,56063,Conservative
48008,AB,90756,4918.0,38548.0,4102.0,0.0,5264.0,52832,Conservative
48009,AB,99255,13204.0,34579.0,3832.0,0.0,8667.0,60282,Conservative
48010,AB,87644,1958.0,39342.0,3783.0,0.0,2875.0,47958,Conservative
48011,AB,80250,7709.0,25130.0,6297.0,0.0,2523.0,41659,Conservative
48012,AB,89777,12661.0,22634.0,6912.0,0.0,3949.0,46156,Conservative
48013,AB,92495,4578.0,21487.0,13318.0,0.0,2488.0,41871,Conservative
48014,AB,92861,9234.0,33174.0,5994.0,0.0,4081.0,52483,Conservative
48015,AB,95226,7441.0,31436.0,8045.0,0.0,4072.0,50994,Conservative
48016,AB,89520,5575.0,17628.0,6339.0,0.0,19638.0,49180,Conservative
48017,AB,99397,6099.0,36402.0,6627.0,0.0,3975.0,53103,Conservative
48018,AB,75254,4279.0,19640.0,20103.0,0.0,3187.0,47209,NDP
48019,AB,89136,4404.0,31714.0,6733.0,0.0,4514.0,47365,Conservative
48020,AB,81141,2703.0,35328.0,3053.0,0.0,4583.0,45667,Conservative
48021,AB,82528,2639.0,26950.0,4187.0,0.0,4252.0,38028,Conservative
48022,AB,96378,2843.0,29550.0,6124.0,0.0,3992.0,42509,Conservative
48023,AB,91201,2863.0,33226.0,5040.0,0.0,4239.0,45368,Conservative
48024,AB,83038,2345.0,34493.0,4230.0,0.0,3676.0,44744,Conservative
48025,AB,73791,3418.0,27338.0,3809.0,0.0,3032.0,37597,Conservative
48026,AB,79862,2362.0,32528.0,3636.0,0.0,3644.0,42170,Conservative
48027,AB,90193,2890.0,36869.0,4169.0,0.0,6636.0,50564,Conservative
48028,AB,75036,1489.0,26863.0,4587.0,0.0,4451.0,37390,Conservative
59001,BC,82332,7933.0,30853.0,6444.0,0.0,3499.0,48729,Conservative
59002,BC,82291,9177.0,17139.0,17937.0,0.0,3025.0,47278,NDP
59003,BC,80110,6681.0,13150.0,20145.0,0.0,3349.0,43325,NDP
59004,BC,75516,4309.0,22637.0,10581.0,0.0,3343.0,40870,Conservative
59005,BC,81677,3990.0,29198.0,8791.0,0.0,4873.0,46852,Conservative
59006,BC,78706,10371.0,26252.0,6803.0,0.0,3663.0,47089,Conservative
59007,BC,85174,3394.0,26512.0,16894.0,0.0,4371.0,51171,Conservative
59008,BC,91003,20042.0,19974.0,13322.0,0.0,5293.0,58631,Liberal
59009,BC,86503,12502.0,21389.0,10916.0,0.0,3045.0,47852,Conservative
59010,BC,88275,5375.0,25209.0,19601.0,0.0,4430.0,54615,Conservative
59011,BC,97351,8469.0,31907.0,8624.0,0.0,8039.0,57039,Conservative
59012,BC,65932,3044.0,23402.0,8892.0,0.0,3933.0,39271,Conservative
59013,BC,85861,5888.0,32594.0,8898.0,0.0,5653.0,53033,Conservative
59014,BC,95882,5578.0,28930.0,19680.0,0.0,7788.0,61976,Conservative
59015,BC,96034,4483.0,22844.0,27454.0,0.0,5998.0,60779,NDP
59016,BC,73317,16481.0,13988.0,11824.0,0.0,2959.0,45252,Liberal
59017,BC,80755,5615.0,19299.0,20787.0,0.0,3991.0,49692,NDP
59018,BC,89400,5414.0,28002.0,10664.0,0.0,10062.0,54142,Conservative
59019,BC,87034,21551.0,24371.0,5417.0,0.0,6334.0,57673,Conservative
59020,BC,83242,5883.0,28765.0,8236.0,0.0,6603.0,49487,Conservative
59021,BC,79772,6918.0,25535.0,10418.0,0.0,3889.0,46760,Conservative
59022,BC,72063,2954.0,22325.0,6170.0,0.0,3656.0,35105,Conservative
59023,BC,82850,13221.0,21359.0,5059.0,0.0,3239.0,42878,Conservative
59024,BC,91822,25366.0,27991.0,3667.0,0.0,7436.0,64460,Conservative
59025,BC,61318,1916.0,12561.0,17219.0,0.0,2850.0,34546,NDP
59026,BC,74996,3292.0,17122.0,22693.0,0.0,4653.0,47760,NDP
59027,BC,84964,11515.0,31216.0,7146.0,0.0,5224.0,55101,Conservative
59028,BC,68137,5227.0,13714.0,12608.0,0.0,3284.0,34833,Conservative
59029,BC,95537,19506.0,14188.0,12047.0,0.0,10788.0,56529,Liberal
59030,BC,77817,7127.0,6432.0,22506.0,0.0,5304.0,41369,NDP
59031,BC,88077,2380.0,25963.0,23466.0,0.0,4906.0,56715,Conservative
59032,BC,80817,13164.0,12419.0,15933.0,0.0,3780.0,45296,NDP
59033,BC,88146,25393.0,20561.0,4493.0,0.0,5249.0,55696,Liberal
59034,BC,80271,16110.0,16090.0,7376.0,0.0,2276.0,41852,Liberal
59035,BC,88118,10006.0,16337.0,26443.0,0.0,6489.0,59275,NDP
59036,BC,95764,16069.0,26949.0,8728.0,0.0,8723.0,60469,Conservative
60001,Territories,23281,6715.0,4788.0,1276.0,0.0,1881.0,14660,Liberal
61001,Territories,28787,1858.0,5146.0,5669.0,0.0,1004.0,13677,NDP
62001,Territories,17089,2349.0,2815.0,2228.0,0.0,669.0,8061,Conservative
